simulation_unit_id,background_realization_id,split,truth_state,evidence_plane,gap_quality_regime,n_samples,red_noise_alpha,qpp_fraction,true_period_s,qpp_phase_rad,signal_family,latent_offset,latent_length,latent_flux_sha256,retained_offset,retained_length,retained_time_sha256,retained_flux_sha256,retained_native_index_sha256,logical_payload_sha256,input_state,inadmissibility_reasons,primary_inadmissibility_reason,materialization_status
F3BBG_N015_A0_Q001_R021:POS:PRIMARY,F3BBG_N015_A0_Q001_R021,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,0.0,0.01,54.33094286960288,2.3400988986515894,STATIONARY_ENVELOPE_MODULATED_SINUSOID,465,15,ee1d7ea4930c37ad4bfdb72b5cf5bb848e2cb4171a0ef92774d2c47ad76c7e0c,461,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,ee1d7ea4930c37ad4bfdb72b5cf5bb848e2cb4171a0ef92774d2c47ad76c7e0c,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,1de7ccb9dd7100780f9daa8c01404fd7e7928fa16aec69ab02e8055a54fba13b,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N015_A0_Q001_R022:NULL:PRIMARY,F3BBG_N015_A0_Q001_R022,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,480,15,18902aeefc6a6bda16541d1935cc74d9bf5585b007608cfbece1884ba436ac93,476,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,18902aeefc6a6bda16541d1935cc74d9bf5585b007608cfbece1884ba436ac93,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,7bf612f8ccff93a7cf3f345c8ccfdd2dd5a26cbe2b395cec40d91d85a399a1a9,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N015_A0_Q001_R022:POS:PRIMARY,F3BBG_N015_A0_Q001_R022,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,0.0,0.01,48.01035661814587,3.7849941449794535,STATIONARY_ENVELOPE_MODULATED_SINUSOID,495,15,7a964f23f4bc645d5da3f788dc65fd4321c343d17cb7e2b9a9fb9f1530d02621,491,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,7a964f23f4bc645d5da3f788dc65fd4321c343d17cb7e2b9a9fb9f1530d02621,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,cb178d6d545cd1bee7ecd09494e454224554c72a86485d14ef8b5a2f089c3080,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N015_A0_Q001_R023:NULL:PRIMARY,F3BBG_N015_A0_Q001_R023,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,510,15,de2f4fc5905cc8cf5e164cf006b3fa9aa52cfd46b3ee895f81b39f5c10ddcc24,506,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,de2f4fc5905cc8cf5e164cf006b3fa9aa52cfd46b3ee895f81b39f5c10ddcc24,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,f8f8319ec029c46c4f82192b9db92901a70acd4f6fa468226d5f26ca190d0f00,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N015_A0_Q001_R023:POS:PRIMARY,F3BBG_N015_A0_Q001_R023,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,0.0,0.01,66.32056748498098,3.497953727353656,STATIONARY_ENVELOPE_MODULATED_SINUSOID,525,15,c4cddf2f7b74fb3d0050293349b0612d1dd213353adcdd030bc6a416874a3966,521,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,c4cddf2f7b74fb3d0050293349b0612d1dd213353adcdd030bc6a416874a3966,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,af6502e4762b7bfb33f394989ff43dadc1f0fef992f3be883da668d1d4736c6d,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N015_A0_Q001_R024:NULL:PRIMARY,F3BBG_N015_A0_Q001_R024,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,540,15,d5c3b1834bd31ad792a6117fe3cbf1b9e8b12de925470dcb14fe69c0577de059,536,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,d5c3b1834bd31ad792a6117fe3cbf1b9e8b12de925470dcb14fe69c0577de059,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,a652828a5328ac200fbf4dbecd9747082d8838b8cd8980ebae08e48f88ff33dc,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N015_A0_Q001_R024:POS:PRIMARY,F3BBG_N015_A0_Q001_R024,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,0.0,0.01,44.82257481652299,5.563279694700229,STATIONARY_ENVELOPE_MODULATED_SINUSOID,555,15,9a7ed9152f99730ae077add4044badd575f4b9126ae63616f47921e43e484478,551,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,9a7ed9152f99730ae077add4044badd575f4b9126ae63616f47921e43e484478,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,2e4d9eaa4010b9325884d84c28b39fc0f916fecf08813e9e93253f059dff78cf,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N015_A0_Q001_R026:NULL:PRIMARY,F3BBG_N015_A0_Q001_R026,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,570,15,893dffb8fa7c9cdfa81e973102035de7053018a995443cd007faf1e3a53675fe,566,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,893dffb8fa7c9cdfa81e973102035de7053018a995443cd007faf1e3a53675fe,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,1484cd1fdf18f0d434be5b75ccf2c7c50fb4995faa65ea305007ce5c4b8d5ade,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N015_A0_Q001_R026:POS:PRIMARY,F3BBG_N015_A0_Q001_R026,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,0.0,0.01,56.987666037622816,4.364281743577898,STATIONARY_ENVELOPE_MODULATED_SINUSOID,585,15,cdca8a0b24eb717cfa7ba14bc25ce6f6ec7d157fd42b890f35e162c0489dcdd2,581,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,cdca8a0b24eb717cfa7ba14bc25ce6f6ec7d157fd42b890f35e162c0489dcdd2,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,f12ced5f7b33e96b477e5f45a10958faa13f180d8a43df771c5ed88a0e500c2b,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N015_A0_Q001_R027:NULL:PRIMARY,F3BBG_N015_A0_Q001_R027,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,600,15,75d460c7a963a4858e796af924b3ba717e699a7929d09b469ae91ec2f770975e,596,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,75d460c7a963a4858e796af924b3ba717e699a7929d09b469ae91ec2f770975e,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,9c80acc9f39b367f153e6bd6ad8fed3b6a9377fbfe87b244a31928f04004cf29,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N015_A0_Q001_R027:POS:PRIMARY,F3BBG_N015_A0_Q001_R027,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,0.0,0.01,87.78450009460431,3.2586761966483535,STATIONARY_ENVELOPE_MODULATED_SINUSOID,615,15,13361989464645dbdb22e9bacec0d5d3a6283e0fed3882173e33e78fd89d41b3,611,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,13361989464645dbdb22e9bacec0d5d3a6283e0fed3882173e33e78fd89d41b3,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,55ad8c19db41aee4598cde4b73c8d3f229a0c379f285d2e8072ffe7f19a6dde1,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N015_A0_Q001_R032:NULL:PRIMARY,F3BBG_N015_A0_Q001_R032,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,630,15,4c2707bb39a31e0c4872d2ae20b90fc3f1755ab22e59a1f03af674571bfceb2b,626,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,4c2707bb39a31e0c4872d2ae20b90fc3f1755ab22e59a1f03af674571bfceb2b,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,2414b2c168925dd264d3a00982e6238d36da9036f3e3327bd8db170caafdb9fb,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N015_A0_Q001_R032:POS:PRIMARY,F3BBG_N015_A0_Q001_R032,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,0.0,0.01,43.528615057062545,5.168068436100236,STATIONARY_ENVELOPE_MODULATED_SINUSOID,645,15,3cd499da9b612e52cab6defff0e5819dec468400f0f7949cffdb3038e9df6ce7,641,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,3cd499da9b612e52cab6defff0e5819dec468400f0f7949cffdb3038e9df6ce7,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,fce40319db5c46d94ed91069d72a1b278bb460417e9f26110add785e20c6c70f,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N015_A0_Q001_R042:NULL:PRIMARY,F3BBG_N015_A0_Q001_R042,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,660,15,5c5309ee2bb7b72b127f0feba2f7b935a184aa4d299d62098dfe308db38e9c11,656,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,5c5309ee2bb7b72b127f0feba2f7b935a184aa4d299d62098dfe308db38e9c11,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,addfaf4ebddd43defca95bc44fa63716064cf20ec0be72e0a5c9915331f19f69,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N015_A0_Q001_R042:POS:PRIMARY,F3BBG_N015_A0_Q001_R042,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,0.0,0.01,52.16030642559772,2.768235646425731,STATIONARY_ENVELOPE_MODULATED_SINUSOID,675,15,cc77ce96d5d41595252b437d20f4140a96d3f8458b510799c43664420ef652bc,671,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,cc77ce96d5d41595252b437d20f4140a96d3f8458b510799c43664420ef652bc,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,9ccff16c406916bc56db769aafb19374c84eded038ec2b0e88c4926e87111f03,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N015_A0_Q001_R043:NULL:INTERNALMASK,F3BBG_N015_A0_Q001_R043,HELDOUT,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,690,15,81e31af6f025485ea52357bfe767733f6f2f66d38b49127956dfc7c0b0cb9e16,686,14,bacb2084cffa7e192b547fb33bf65156730707f050c1f65bd7d8766d94159529,0a58ceed62d9b727056de3d9786e5b509e9c7968d7b40beebc9e1c2d80991a1e,9ea3de3ed41f0ae4005106092e9181d5e77bdd0cd210be19bb6d630ff2cf167e,c2f22f5eec7be2ee609261bed85d98cc4d856141ba6bd1702924086312d7e23f,INPUT_INADMISSIBLE,TOO_FEW_CADENCES|IRREGULAR_SAMPLING,TOO_FEW_CADENCES,MATERIALIZED
F3BBG_N015_A0_Q001_R043:NULL:PEAKMASK,F3BBG_N015_A0_Q001_R043,HELDOUT,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,705,15,81e31af6f025485ea52357bfe767733f6f2f66d38b49127956dfc7c0b0cb9e16,700,14,7f5053474020dc1783f3ec0ef352752ec1fca35ff185dc4ecf238979b8a5807c,0b194038b68416fc03023f82722789c05c2434dbf0ee98e499798b1d8bfa7417,f3dbe634383522f49a4af8340ca3cd6ebef5c716cc67f83edc230b6470a1b9fa,ef81983be5f3d7192e55110dcfdd11423dcf999c6edb08b13c36e21c48202119,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY|TOO_FEW_CADENCES|IRREGULAR_SAMPLING,PEAK_REMOVED_BY_QUALITY,MATERIALIZED
F3BBG_N015_A0_Q001_R043:NULL:PRIMARY,F3BBG_N015_A0_Q001_R043,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,720,15,81e31af6f025485ea52357bfe767733f6f2f66d38b49127956dfc7c0b0cb9e16,714,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,81e31af6f025485ea52357bfe767733f6f2f66d38b49127956dfc7c0b0cb9e16,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,04806643e283528d1ec8958160277b6a3b6f6487efd5db71c39952ed6c1e22b5,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N015_A0_Q001_R043:POS:INTERNALMASK,F3BBG_N015_A0_Q001_R043,HELDOUT,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,15,0.0,0.01,48.000396178347465,3.1664278264652275,STATIONARY_ENVELOPE_MODULATED_SINUSOID,735,15,bc3758dfc7e45a8234e67831605e7299d61d3adad10995fa8faa5e2278769c7e,729,14,bacb2084cffa7e192b547fb33bf65156730707f050c1f65bd7d8766d94159529,cdaf8cc250ad954c7856a998fe5908c2a8e90bc35d7acfa448a4686747e7c2df,9ea3de3ed41f0ae4005106092e9181d5e77bdd0cd210be19bb6d630ff2cf167e,179568afb6b856772d046211985c88d138709867ef78e671984a62a9ee7a61cd,INPUT_INADMISSIBLE,TOO_FEW_CADENCES|IRREGULAR_SAMPLING,TOO_FEW_CADENCES,MATERIALIZED
F3BBG_N015_A0_Q001_R043:POS:PEAKMASK,F3BBG_N015_A0_Q001_R043,HELDOUT,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,15,0.0,0.01,48.000396178347465,3.1664278264652275,STATIONARY_ENVELOPE_MODULATED_SINUSOID,750,15,bc3758dfc7e45a8234e67831605e7299d61d3adad10995fa8faa5e2278769c7e,743,14,7f5053474020dc1783f3ec0ef352752ec1fca35ff185dc4ecf238979b8a5807c,6d946490bb8c008aa76e7f4515051fcda044f289b9f66e83821de1c688de90f6,f3dbe634383522f49a4af8340ca3cd6ebef5c716cc67f83edc230b6470a1b9fa,43d8b1610d8fe6f26b245369597bed0b370846ca48a5e9c358110bb77a53a124,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY|TOO_FEW_CADENCES|IRREGULAR_SAMPLING,PEAK_REMOVED_BY_QUALITY,MATERIALIZED
F3BBG_N015_A0_Q001_R043:POS:PRIMARY,F3BBG_N015_A0_Q001_R043,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,0.0,0.01,48.000396178347465,3.1664278264652275,STATIONARY_ENVELOPE_MODULATED_SINUSOID,765,15,bc3758dfc7e45a8234e67831605e7299d61d3adad10995fa8faa5e2278769c7e,757,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,bc3758dfc7e45a8234e67831605e7299d61d3adad10995fa8faa5e2278769c7e,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,96f2616d51200864c9153e3bea8b5606a49a7c7315de4ab43ecf882839ad6759,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N015_A0_Q001_R045:NULL:PRIMARY,F3BBG_N015_A0_Q001_R045,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,780,15,91270521ad38c795ee2031fabcba18d0edc94b45a30b496f3c44fdc3a11b5b1c,772,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,91270521ad38c795ee2031fabcba18d0edc94b45a30b496f3c44fdc3a11b5b1c,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,66c3c5cf4e29c514b32a0d2555252cf3974d55ef3e6f1302312e28660497eb52,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N015_A0_Q001_R045:POS:PRIMARY,F3BBG_N015_A0_Q001_R045,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,0.0,0.01,42.934774101519935,4.80612011224292,STATIONARY_ENVELOPE_MODULATED_SINUSOID,795,15,ebdb636b22ec7d9686de40ce07195fbc0da9f107b1bc55c6caab27c9cbef6d7d,787,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,ebdb636b22ec7d9686de40ce07195fbc0da9f107b1bc55c6caab27c9cbef6d7d,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,33f3f1c729456ce910a02102b10461fa8069dd4fb31a2fa2ac73438356e128cd,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N015_A0_Q001_R046:NULL:INTERNALMASK,F3BBG_N015_A0_Q001_R046,HELDOUT,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,810,15,a88926cd55bfaab936a131e3794bad2577f17fa6b0305470810106b407ee488c,802,14,bacb2084cffa7e192b547fb33bf65156730707f050c1f65bd7d8766d94159529,e2445fcfa584c55b01a627219b46856850cbdc9630a022bd5c4ec49dd6b97404,9ea3de3ed41f0ae4005106092e9181d5e77bdd0cd210be19bb6d630ff2cf167e,d94d32e543e8489a61b6e83a725216aa2bbe68b2a5f353328b41fbd82cfa3567,INPUT_INADMISSIBLE,TOO_FEW_CADENCES|IRREGULAR_SAMPLING,TOO_FEW_CADENCES,MATERIALIZED
F3BBG_N015_A0_Q001_R046:NULL:PEAKMASK,F3BBG_N015_A0_Q001_R046,HELDOUT,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,825,15,a88926cd55bfaab936a131e3794bad2577f17fa6b0305470810106b407ee488c,816,14,7f5053474020dc1783f3ec0ef352752ec1fca35ff185dc4ecf238979b8a5807c,215271d33acf9d7af65ad49f70d45cb8276f401e3f66c033abac554f7e3aed95,f3dbe634383522f49a4af8340ca3cd6ebef5c716cc67f83edc230b6470a1b9fa,3802494e67b294599b0a5986241bd1b87c488c24b8244e8a07be1265bb294ce3,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY|TOO_FEW_CADENCES|IRREGULAR_SAMPLING,PEAK_REMOVED_BY_QUALITY,MATERIALIZED
F3BBG_N015_A0_Q001_R046:NULL:PRIMARY,F3BBG_N015_A0_Q001_R046,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,840,15,a88926cd55bfaab936a131e3794bad2577f17fa6b0305470810106b407ee488c,830,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,a88926cd55bfaab936a131e3794bad2577f17fa6b0305470810106b407ee488c,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,3f3e67f0cfa598232b03d115ecaf846bc39228392d834ca6d4010c3f474b15a5,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N015_A0_Q001_R046:POS:INTERNALMASK,F3BBG_N015_A0_Q001_R046,HELDOUT,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,15,0.0,0.01,73.82265889136104,5.679121723960483,STATIONARY_ENVELOPE_MODULATED_SINUSOID,855,15,b88ed5df3eaed183e6f563312acd0b8359f8c27ac9ea52b377bb5e5834df444c,845,14,bacb2084cffa7e192b547fb33bf65156730707f050c1f65bd7d8766d94159529,f41390599aedde2efef9cdc4a6359bf0ac0d03aa7fed1f6a7ff6c3f1608f64ac,9ea3de3ed41f0ae4005106092e9181d5e77bdd0cd210be19bb6d630ff2cf167e,31ff8db08e72e60d98258748a8fde6b63b38cd356ac4b1729fdc5438feb0de6d,INPUT_INADMISSIBLE,TOO_FEW_CADENCES|IRREGULAR_SAMPLING,TOO_FEW_CADENCES,MATERIALIZED
F3BBG_N015_A0_Q001_R046:POS:PEAKMASK,F3BBG_N015_A0_Q001_R046,HELDOUT,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,15,0.0,0.01,73.82265889136104,5.679121723960483,STATIONARY_ENVELOPE_MODULATED_SINUSOID,870,15,b88ed5df3eaed183e6f563312acd0b8359f8c27ac9ea52b377bb5e5834df444c,859,14,7f5053474020dc1783f3ec0ef352752ec1fca35ff185dc4ecf238979b8a5807c,a17704756a77bb2fddb382d35ccc88b181a2e21dec4ed7f2a55e4c5cac75d765,f3dbe634383522f49a4af8340ca3cd6ebef5c716cc67f83edc230b6470a1b9fa,612b1f9f647ffe6029353ce530c7c59228b1b5c7b4bf3e5c04402c176364ea80,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY|TOO_FEW_CADENCES|IRREGULAR_SAMPLING,PEAK_REMOVED_BY_QUALITY,MATERIALIZED
F3BBG_N015_A0_Q001_R046:POS:PRIMARY,F3BBG_N015_A0_Q001_R046,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,0.0,0.01,73.82265889136104,5.679121723960483,STATIONARY_ENVELOPE_MODULATED_SINUSOID,885,15,b88ed5df3eaed183e6f563312acd0b8359f8c27ac9ea52b377bb5e5834df444c,873,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,b88ed5df3eaed183e6f563312acd0b8359f8c27ac9ea52b377bb5e5834df444c,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,19ac87493173d56cbb1795b2185d45e8cbc5f2f95b2adada799d2604083e10d2,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N015_A0_Q001_R048:NULL:PRIMARY,F3BBG_N015_A0_Q001_R048,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,900,15,8ac188b078cce99e9d738923037ebbb0d49fb3344c48bd008f42863f9533ced0,888,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,8ac188b078cce99e9d738923037ebbb0d49fb3344c48bd008f42863f9533ced0,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,026e14c5216bb7648c55e205e7e3682b5915304c5c578789b8db4290632729db,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N015_A0_Q001_R048:POS:PRIMARY,F3BBG_N015_A0_Q001_R048,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,15,0.0,0.01,69.13067976223529,5.04470515592491,STATIONARY_ENVELOPE_MODULATED_SINUSOID,915,15,9e353bbae412ddbc9dee8d0abc08cc4cc90eb27c1673032ef8412afbbf2a8f53,903,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,9e353bbae412ddbc9dee8d0abc08cc4cc90eb27c1673032ef8412afbbf2a8f53,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,b1f981fe0ea39ab30497a925b996cf477515d6fde6734edb222308cf2a9b5b04,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
